Uhrzeit,2013,2009
10:00 Uhr,"8,6","9,3"
11:00 Uhr,"15,6","16,8"
12:00 Uhr,"23,5",25
13:00 Uhr,"32,6","33,9"
14:00 Uhr,"41,3",42
15:00 Uhr,"49,5","49,7"
16:00 Uhr,57,"56,8"
17:00 Uhr,"64,2","63,8"
18:00 Uhr,"70,9","70,1"
